"","gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"579","Akap13",5.08013581758891e-08,-0.329581742016813,0.627,0.603,0.00164012184870858
"580","Rnase4",6.49180031572634e-08,-0.387086917697616,0.348,0.381,0.00209587773193225
"581","Srsf7",6.53513437577141e-08,-0.288342082537144,0.687,0.646,0.0021098681332178
"582","Stx16",8.34105266634562e-08,-0.384702979706269,0.411,0.424,0.00269290885332968
"583","Atp6ap2",9.32463551206215e-08,-0.266650346181007,0.716,0.653,0.00301045857506927
"584","Comt",9.6620317924603e-08,-0.331388824047163,0.508,0.493,0.00311938696419581
"585","Arglu1",1.22775612260581e-07,-0.27912939022594,0.528,0.518,0.00396381064183287
"586","mt-Atp8",1.4039445795271e-07,-0.303276006974916,0.357,0.385,0.00453263507500323
"587","Actb",1.48729268038012e-07,-0.287744973056318,0.994,0.991,0.00480172441860723
"588","Dennd4a",1.50803657314253e-07,-0.388712944456855,0.478,0.472,0.00486869607639066
"589","Akr1b3",1.6127028513742e-07,-0.369654431295029,0.375,0.389,0.00520661115566159
"590","Zfhx3",1.89042812588062e-07,-0.403316923790297,0.366,0.377,0.00610324720440558
"591","Il1r2",2.61403720616461e-07,-0.297519829785858,0.083,0.131,0.00843941912010245
"592","Dpysl2",3.01645751403647e-07,-0.26265571173119,0.603,0.589,0.00973863308406673
"593","Serpinb9",3.06768973682939e-07,-0.403472377163112,0.077,0.123,0.0099040363153537
"594","Trem2",3.29071670968092e-07,-0.421143046411589,0.876,0.776,0.0106240788972048
"595","Os9",4.33756488042233e-07,-0.293963795644101,0.4,0.418,0.0140038282164435
"596","St6galnac4",4.554873108266e-07,-0.267343907470241,0.263,0.31,0.0147054078300368
"597","Glul",5.20066521107916e-07,-0.372716892366759,0.553,0.529,0.0167903476339691
"598","Inpp5d",5.41313563685537e-07,-0.315371605643389,0.494,0.488,0.0174763084035876
"599","Gns",6.27399077235111e-07,-0.300770027784064,0.648,0.603,0.0202555792085355
"600","Txndc15",6.47018214707713e-07,-0.290391196219209,0.363,0.384,0.0208889830618385
"601","Nptn",8.28261302392827e-07,-0.263389494917982,0.586,0.561,0.0267404161477524
"602","Phf11b",8.63540751732258e-07,-0.295192740812035,0.528,0.526,0.027879413169676
"603","Cd33",1.10005329394045e-06,-0.330121622317628,0.528,0.51,0.0355152205948674
"604","H2afz",1.29895072082275e-06,-0.324482993144445,0.97,0.911,0.0419366240217625
"605","Slc25a4",1.38821246409275e-06,-0.299704295093016,0.487,0.483,0.0448184394032343
"606","B430010I23Rik",1.52368392712809e-06,-0.256440647692265,0.164,0.215,0.0491921355873303
"607","Tmem173",2.27403887915734e-06,-0.277163291871045,0.486,0.48,0.0734173452135947
"608","Man1a2",2.66266528638957e-06,-0.322498362362624,0.326,0.35,0.0859641487710872
"609","E230029C05Rik",2.81315262974267e-06,-0.326450198032499,0.353,0.372,0.090822632651242
"610","Herc2",2.91592668818984e-06,-0.299242471112416,0.223,0.263,0.0941406931282091
"611","Tuba1a",3.27525763658609e-06,-0.410724060612765,0.318,0.344,0.105741692797182
"612","Cd2ap",3.73307928595993e-06,-0.295270102375599,0.344,0.364,0.120522464747216
"613","Ssh2",3.89318323285971e-06,-0.33164473927001,0.449,0.455,0.125691420672876
"614","H2-Q6",3.94370503746058e-06,-0.274024280319641,0.562,0.542,0.127322517134415
"615","Scamp2",4.14369257114141e-06,-0.290132135059009,0.512,0.487,0.133779114659301
"616","Krit1",4.40402655922348e-06,-0.269226440590008,0.352,0.372,0.14218399746453
"617","Sp110",4.75236804336586e-06,-0.272577352232168,0.659,0.608,0.153430202280067
"618","Nrip1",4.82646581056864e-06,-0.329634870783815,0.496,0.493,0.155822448694209
"619","Icam1",5.5373569926345e-06,-0.342833371161493,0.586,0.562,0.178773570507205
"620","Gtf2h2",5.77208647876366e-06,-0.27390857087124,0.262,0.298,0.186351811966885
"621","Sub1",6.14002826725043e-06,-0.303961351484924,0.927,0.861,0.19823081260818
"622","Adap2",7.40115781549386e-06,-0.350359939181969,0.555,0.518,0.238946380073219
"623","Clk1",7.93769381244069e-06,-0.289653892701366,0.504,0.493,0.256268444734648
"624","Arl6ip1",8.61941359206224e-06,-0.258687270550419,0.842,0.764,0.278277767819729
"625","Adcy7",8.74778537236264e-06,-0.315659931699142,0.331,0.351,0.282422250746728
"626","Trim12a",1.58490609086732e-05,-0.277020229561303,0.307,0.331,0.511686931436514
"627","Nagpa",1.61185765258383e-05,-0.250565405896035,0.307,0.331,0.52038824313669
"628","Tor3a",1.76186610452022e-05,-0.345010133447544,0.428,0.425,0.568818471844352
"629","Edem2",2.29523899201334e-05,-0.259617040516128,0.367,0.378,0.741017908571507
"630","Ptpra",2.42686736279798e-05,-0.301926794545394,0.402,0.398,0.783514128079326
"631","Trim30a",2.43904169778072e-05,-0.27618147582705,0.534,0.518,0.787444612128507
"632","Nktr",2.61527577156982e-05,-0.286138616142572,0.579,0.548,0.844341782851316
"633","Pag1",2.77315140648136e-05,-0.304234631431564,0.28,0.306,0.895311931582506
"634","Tbxas1",4.21812597561736e-05,-0.270270370480778,0.468,0.454,1
"635","Pnisr",4.56701768734659e-05,-0.295700432981471,0.548,0.518,1
"636","Entpd1",5.12526699102101e-05,-0.267896029827775,0.534,0.5,1
"637","Vkorc1",5.19549166130851e-05,-0.280949750668801,0.308,0.321,1
"638","Smim3",5.45906368183857e-05,-0.276914466536263,0.429,0.429,1
"639","Ccnd2",7.45031056769885e-05,-0.678088620393607,0.25,0.276,1
"640","Git2",7.56863524211572e-05,-0.349806750658036,0.418,0.407,1
"641","Ikzf1",7.83656704125927e-05,-0.298032502656285,0.321,0.338,1
"642","Rab3il1",8.56935435371801e-05,-0.269994813788708,0.295,0.322,1
"643","Vsir",9.21754287477339e-05,-0.276130596979024,0.622,0.572,1
"644","Pip4p1",0.000111277754951178,-0.252555764857049,0.508,0.483,1
"645","Nenf",0.000118763297906392,-0.266029454702668,0.409,0.398,1
"646","Akr1b10",0.000121394563586501,-0.302773983269848,0.309,0.321,1
"647","Tecr",0.00014449124282253,-0.260271134849842,0.52,0.492,1
"648","Ifitm1",0.000146373203313031,-1.31399581983913,0.542,0.535,1
"649","Pnn",0.000197416776381993,-0.312670072656519,0.394,0.392,1
"650","Samsn1",0.000243119363025579,-0.349791236167857,0.452,0.45,1
"651","Dock4",0.000256303510635297,-0.329485835157264,0.394,0.388,1
"652","Anxa3",0.000266483076000772,-0.301824511824616,0.717,0.639,1
"653","Ogt",0.000288969591871486,-0.289991394709667,0.491,0.471,1
"654","Dock10",0.000380049181284697,-0.310436854975004,0.387,0.384,1
"655","Ier5",0.000750355856020047,-0.258836311748318,0.572,0.54,1
"656","Zup1",0.000764105661191524,-0.254933502150453,0.321,0.328,1
"657","Ccnl2",0.000881982771768285,-0.255962116162658,0.476,0.461,1
"658","Tnf",0.00109749447910731,-0.323855642006692,0.393,0.306,1
"659","Ccni",0.00110177476999106,-0.258486313953008,0.534,0.496,1
"660","Frmd4b",0.001138462097435,-0.299355687872142,0.265,0.285,1
"661","Gcnt2",0.00120879099868288,-0.300868306409263,0.309,0.321,1
"662","Foxn3",0.0012220207138324,-0.276310206558187,0.394,0.384,1
"663","Gtpbp2",0.00122508240765327,-0.252433872017273,0.375,0.374,1
"664","Commd8",0.00144653136735187,-0.250898156230173,0.448,0.427,1
"665","Macf1",0.00150659514131931,-0.267679937218233,0.405,0.39,1
"666","Csrp1",0.00164311869635683,-0.339027987770991,0.255,0.273,1
"667","Cytip",0.00164698259102558,-0.255233790791276,0.325,0.246,1
"668","Asap1",0.00166264070393446,-0.279870909698773,0.367,0.362,1
"669","Prdx4",0.00179468516883629,-0.287570241228893,0.464,0.438,1
"670","Hist1h2ap",0.00223928009282205,-0.66486846721979,0.134,0.161,1
"671","Cxcl10",0.00255003591222045,-0.334968882173949,0.435,0.45,1
"672","Zc3h7a",0.00268858675068972,-0.280298716403075,0.343,0.343,1
"673","Ccr5",0.00305825644435221,-0.251861558869024,0.629,0.577,1
"674","Spp1",0.00482447164357992,0.375338785919404,0.512,0.443,1
"675","Egr1",0.00500630570937435,-0.276633780215771,0.395,0.313,1
"676","Bhlhe40",0.00603591677169292,-0.251438135543573,0.463,0.365,1
"677","Luc7l3",0.00620200994542891,-0.254438816463674,0.466,0.438,1
"678","Slc11a1",0.00773389789913072,-0.271353774427351,0.68,0.58,1
"679","Atp2c1",0.00907903956673884,-0.256710183129812,0.313,0.313,1
"680","Selenoh",0.0102093674494694,-0.262669993154671,0.324,0.32,1
"681","Trim35",0.0149171362214217,-0.251563056666458,0.276,0.28,1
"682","Jmjd1c",0.0219890899157554,-0.303551588282256,0.392,0.371,1
"683","Ktn1",0.0283494222094128,-0.260565255114389,0.339,0.331,1
"684","Camk2d",0.0288103796598268,-0.270984191888142,0.556,0.49,1
"685","Ppcdc",0.0477265322615975,-0.267172990213239,0.33,0.316,1
"686","Bcl2a1d",0.0722938349492928,-0.289773912292129,0.745,0.668,1
"687","Lsp1",0.106440944496873,-0.338647188102937,0.512,0.424,1
"688","Gpr171",0.370970033820556,-0.361476418291342,0.33,0.303,1
"689","Cd69",0.504349170010153,-0.295734621205114,0.294,0.278,1
"690","Tmem123",0.73591424207779,-0.42541960653726,0.523,0.444,1
